,Recall@5,NDCG@5,Recall@10,NDCG@10,Recall@20,NDCG@20,n_eval
E1 pure-collab,0.1325455126157777,0.10100101380201526,0.18210369424039177,0.11690040240485255,0.2670605770254445,0.1382741040362568,18786.0
E2 pure-content,0.3699031193441925,0.30439976287713577,0.4572554029596508,0.3324445688812456,0.5830937932502928,0.3639290969768947,18786.0
E4 hybrid-adaptA,0.3631427658894922,0.2893675108913943,0.44863195997019056,0.31690581664124523,0.5656872138826786,0.3462547997312636,18786.0
