,Recall@5,Recall@10,Recall@20,NDCG@5,NDCG@10,NDCG@20,n_eval
E2 pure-content,0.39137135564935704,0.4769215667026602,0.5973004810052027,0.3187587090398054,0.34637126436051696,0.37659015910729854,101870.0
E1 pure-collab,0.42901737508589377,0.5164130754883676,0.6320506527927751,0.364253006318897,0.392340440954139,0.42148576513767544,101870.0
E3 hybrid(a=.7),0.4075881024835575,0.49707470305291057,0.619642681849416,0.33773938249705515,0.3665403684253988,0.3973126222613458,101870.0
